year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,3,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",158.00,54.00,15.67,0.00,14.83,0.00,23.50,2.00,0.00,3721.00,1009.00,0.00,775.00,0.00,1937.00
2023,3,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",81.00,20.00,8.34,0.00,9.69,0.00,1.98,1.00,0.00,977.00,343.00,0.00,376.00,0.00,258.00
2023,3,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",16.00,4.00,0.55,0.00,1.41,0.00,2.04,2.00,0.00,337.00,42.00,0.00,148.00,0.00,147.00
2023,3,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",120.00,42.00,13.36,0.96,18.04,0.00,9.64,4.00,0.00,3011.00,907.00,25.00,876.00,0.00,1203.00
2023,3,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",81.00,34.00,11.98,0.00,10.73,0.00,11.29,0.00,0.00,1883.00,854.00,0.00,445.00,0.00,584.00
2023,3,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",829.00,312.00,95.61,0.50,75.50,0.00,140.38,15.00,2.00,26638.00,10259.00,50.00,4432.00,0.00,11897.00
2023,3,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",730.00,340.00,85.39,1.71,161.20,0.00,91.70,7.00,0.00,20903.00,5799.00,112.00,7222.00,0.00,7770.00
2023,3,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",9.00,4.00,2.12,0.00,0.88,0.00,1.00,1.00,0.00,205.00,101.00,0.00,60.00,0.00,44.00
2023,3,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",17.00,4.00,0.37,0.00,0.39,0.00,3.24,0.00,0.00,277.00,13.00,0.00,12.00,0.00,252.00
2023,3,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",31.00,8.00,1.26,0.00,2.71,0.00,4.03,0.00,0.00,520.00,58.00,0.00,70.00,0.00,392.00
2023,3,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",20.00,3.00,0.22,0.00,2.78,0.00,0.00,1.00,0.00,92.00,4.00,0.00,88.00,0.00,0.00
2023,3,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",161.00,45.00,15.23,0.00,10.22,0.00,19.55,1.00,0.00,2408.00,662.00,0.00,409.00,0.00,1337.00
2023,3,F9,Frontier Airlines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",31.00,8.00,1.86,0.00,3.19,0.00,2.95,0.00,0.00,474.00,109.00,0.00,113.00,0.00,252.00
2023,3,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",204.00,48.00,10.58,0.00,23.04,0.00,14.38,4.00,0.00,3994.00,846.00,0.00,1374.00,0.00,1774.00
2023,3,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",196.00,61.00,19.77,0.00,28.59,0.00,12.64,0.00,0.00,2830.00,957.00,0.00,1102.00,0.00,771.00
2023,3,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",75.00,27.00,9.52,0.00,11.76,0.00,5.72,0.00,0.00,1282.00,318.00,0.00,503.00,0.00,461.00
2023,3,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",14.00,2.00,1.00,0.00,0.68,0.00,0.32,0.00,0.00,102.00,61.00,0.00,28.00,0.00,13.00
2023,3,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",80.00,32.00,14.02,0.00,8.95,0.00,9.02,0.00,0.00,1833.00,714.00,0.00,330.00,0.00,789.00
2023,3,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",233.00,100.00,26.84,0.88,45.52,0.00,26.77,4.00,1.00,8386.00,2869.00,28.00,3227.00,0.00,2262.00
2023,3,F9,Frontier Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",323.00,91.00,36.84,0.62,29.51,0.00,24.03,4.00,0.00,5712.00,1584.00,23.00,1893.00,0.00,2212.00
2023,3,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",123.00,57.00,11.92,0.37,24.16,0.00,20.56,0.00,0.00,3433.00,704.00,11.00,1272.00,0.00,1446.00
2023,3,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",15.00,3.00,0.12,0.00,1.08,0.00,1.80,0.00,0.00,162.00,2.00,0.00,40.00,0.00,120.00
2023,3,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",120.00,26.00,7.42,0.00,10.33,0.00,8.25,1.00,0.00,1891.00,925.00,0.00,384.00,0.00,582.00
2023,3,F9,Frontier Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",13.00,3.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00
2023,3,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",109.00,23.00,9.09,0.00,9.25,0.00,4.66,0.00,0.00,1297.00,547.00,0.00,363.00,0.00,387.00
2023,3,F9,Frontier Airlines Inc.,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",26.00,7.00,1.32,0.00,3.61,0.00,2.06,1.00,0.00,313.00,57.00,0.00,173.00,0.00,83.00
2023,3,F9,Frontier Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",29.00,5.00,1.99,0.00,1.20,0.00,1.81,2.00,0.00,734.00,181.00,0.00,104.00,0.00,449.00
2023,3,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",567.00,208.00,44.62,3.14,79.19,0.00,81.05,9.00,0.00,18214.00,4046.00,1426.00,5300.00,0.00,7442.00
2023,3,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",187.00,57.00,21.78,0.04,19.45,0.00,15.73,7.00,3.00,3742.00,1012.00,7.00,1043.00,0.00,1680.00
2023,3,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",26.00,6.00,1.13,0.00,4.38,0.00,0.49,0.00,0.00,224.00,38.00,0.00,147.00,0.00,39.00
2023,3,F9,Frontier Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",18.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,117.00,0.00,0.00,117.00,0.00,0.00
2023,3,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",125.00,48.00,15.83,1.57,6.67,1.00,22.93,0.00,0.00,3389.00,951.00,105.00,539.00,18.00,1776.00
2023,3,G4,Allegiant Air,ALB,"Albany, NY: Albany International",45.00,9.00,2.59,0.90,0.54,0.00,4.97,0.00,0.00,677.00,187.00,19.00,26.00,0.00,445.00
2023,3,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",132.00,87.00,16.51,1.33,19.62,0.00,49.53,2.00,2.00,6580.00,1108.00,103.00,1052.00,0.00,4317.00
2023,3,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",121.00,39.00,8.72,1.82,12.36,0.00,16.10,1.00,0.00,2463.00,1254.00,78.00,474.00,0.00,657.00
2023,3,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",237.00,95.00,13.39,2.38,24.85,0.00,54.37,1.00,2.00,10287.00,2506.00,1020.00,1494.00,0.00,5267.00
2023,3,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",611.00,223.00,48.78,12.73,90.50,1.75,69.25,5.00,1.00,11779.00,2725.00,903.00,3764.00,76.00,4311.00
2023,3,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",40.00,10.00,5.37,0.00,3.63,0.00,1.00,0.00,0.00,635.00,411.00,0.00,104.00,0.00,120.00
2023,3,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",22.00,7.00,0.16,0.00,1.49,0.00,5.36,0.00,0.00,430.00,11.00,0.00,60.00,0.00,359.00
2023,3,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",48.00,12.00,2.92,1.27,4.08,0.67,3.06,0.00,0.00,1311.00,126.00,952.00,94.00,18.00,121.00
2023,3,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",96.00,14.00,3.63,0.00,3.23,0.96,6.18,0.00,0.00,757.00,418.00,0.00,117.00,49.00,173.00
2023,3,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB MidAmerica St Louis",91.00,22.00,5.17,0.71,8.98,0.00,7.14,0.00,0.00,992.00,263.00,49.00,304.00,0.00,376.00
2023,3,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",18.00,2.00,0.00,0.36,0.64,1.00,0.00,0.00,0.00,57.00,0.00,14.00,25.00,18.00,0.00
2023,3,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",392.00,150.00,24.40,12.50,42.16,0.00,70.95,5.00,2.00,11198.00,1255.00,3232.00,1870.00,0.00,4841.00
2023,3,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",36.00,21.00,9.19,2.26,3.68,0.00,5.87,0.00,0.00,1022.00,377.00,239.00,119.00,0.00,287.00
2023,3,G4,Allegiant Air,BOS,"Boston, MA: Logan International",38.00,2.00,1.91,0.00,0.09,0.00,0.00,0.00,1.00,125.00,118.00,0.00,7.00,0.00,0.00
2023,3,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",30.00,5.00,1.00,0.00,3.76,0.00,0.24,0.00,0.00,214.00,16.00,0.00,184.00,0.00,14.00
2023,3,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",40.00,11.00,2.46,2.65,4.98,0.00,0.91,0.00,1.00,636.00,69.00,329.00,172.00,0.00,66.00
2023,3,G4,Allegiant Air,CAK,"Akron, OH: Akron-Canton Regional",68.00,16.00,5.20,0.00,1.28,0.00,9.52,2.00,0.00,1485.00,475.00,0.00,91.00,0.00,919.00
2023,3,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",18.00,8.00,3.25,0.00,0.72,0.00,4.03,0.00,0.00,731.00,260.00,0.00,60.00,0.00,411.00
2023,3,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",18.00,3.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,71.00,54.00,0.00,17.00,0.00,0.00
2023,3,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",123.00,30.00,11.74,1.00,7.84,0.00,9.42,2.00,1.00,1473.00,494.00,27.00,297.00,0.00,655.00
2023,3,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",18.00,5.00,1.74,0.00,1.44,0.00,1.82,1.00,0.00,213.00,80.00,0.00,38.00,0.00,95.00
2023,3,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",322.00,101.00,22.38,1.75,22.76,0.53,53.57,0.00,0.00,8983.00,2087.00,68.00,1211.00,12.00,5605.00
2023,3,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",27.00,5.00,1.35,0.00,0.92,0.00,2.72,0.00,0.00,535.00,26.00,0.00,105.00,0.00,404.00
2023,3,G4,Allegiant Air,DEN,"Denver, CO: Denver International",32.00,8.00,0.71,0.97,3.83,0.00,2.50,1.00,0.00,674.00,12.00,228.00,197.00,0.00,237.00
2023,3,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",186.00,59.00,13.98,2.54,12.85,0.00,29.62,2.00,0.00,3700.00,727.00,328.00,718.00,0.00,1927.00
2023,3,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",37.00,7.00,1.51,0.00,4.04,0.00,1.44,0.00,0.00,203.00,50.00,0.00,96.00,0.00,57.00
2023,3,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",9.00,4.00,0.00,0.00,1.16,0.00,2.84,0.00,0.00,149.00,0.00,0.00,32.00,0.00,117.00
2023,3,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",43.00,13.00,3.12,0.00,3.85,0.00,6.03,0.00,0.00,682.00,168.00,0.00,150.00,0.00,364.00
2023,3,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",9.00,2.00,0.22,0.89,0.22,0.00,0.67,0.00,0.00,127.00,22.00,25.00,14.00,0.00,66.00
2023,3,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",52.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00
2023,3,G4,Allegiant Air,EYW,"Key West, FL: Key West International",63.00,12.00,2.64,0.19,5.27,0.00,3.89,1.00,0.00,541.00,161.00,4.00,235.00,0.00,141.00
2023,3,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",84.00,13.00,4.61,0.00,3.79,0.00,4.60,0.00,0.00,762.00,354.00,0.00,194.00,0.00,214.00
2023,3,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",53.00,22.00,2.49,1.62,7.24,0.00,10.66,0.00,0.00,1055.00,150.00,46.00,277.00,0.00,582.00
2023,3,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",18.00,6.00,2.10,0.00,2.67,0.00,1.23,0.00,0.00,217.00,93.00,0.00,75.00,0.00,49.00
2023,3,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",327.00,153.00,18.77,3.89,68.80,0.00,61.54,2.00,1.00,12278.00,1328.00,410.00,4724.00,0.00,5816.00
2023,3,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",164.00,90.00,13.63,4.12,15.28,0.00,56.96,0.00,0.00,6011.00,741.00,422.00,1070.00,0.00,3778.00
2023,3,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",124.00,24.00,11.28,0.00,7.09,0.00,5.63,5.00,1.00,1646.00,866.00,0.00,353.00,0.00,427.00
2023,3,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",93.00,11.00,2.06,0.00,6.28,0.04,2.61,0.00,0.00,643.00,133.00,0.00,221.00,2.00,287.00
2023,3,G4,Allegiant Air,GEG,"Spokane, WA: Spokane International",27.00,17.00,2.73,0.25,4.41,0.00,9.60,1.00,0.00,1122.00,164.00,9.00,185.00,0.00,764.00
2023,3,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International",24.00,2.00,0.06,0.00,1.07,0.00,0.87,1.00,0.00,101.00,5.00,0.00,22.00,0.00,74.00
2023,3,G4,Allegiant Air,GJT,"Grand Junction, CO: Grand Junction Regional",18.00,3.00,0.04,0.00,2.26,0.00,0.70,0.00,0.00,121.00,1.00,0.00,73.00,0.00,47.00
2023,3,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",18.00,10.00,0.49,0.69,2.87,0.00,5.96,0.00,0.00,329.00,23.00,33.00,63.00,0.00,210.00
2023,3,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",221.00,72.00,10.34,4.49,13.92,0.00,43.24,0.00,0.00,7800.00,880.00,238.00,866.00,0.00,5816.00
2023,3,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",16.00,5.00,0.85,0.00,1.56,0.00,2.59,0.00,0.00,277.00,31.00,0.00,57.00,0.00,189.00
2023,3,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",27.00,6.00,0.55,0.00,2.69,0.00,2.76,1.00,0.00,542.00,78.00,0.00,284.00,0.00,180.00
2023,3,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",18.00,3.00,0.25,0.00,2.14,0.00,0.61,0.00,0.00,135.00,10.00,0.00,100.00,0.00,25.00
2023,3,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",18.00,5.00,1.99,0.00,0.06,0.00,2.95,0.00,0.00,545.00,195.00,0.00,8.00,0.00,342.00
2023,3,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",41.00,13.00,2.03,1.41,6.52,0.00,3.05,0.00,0.00,671.00,103.00,43.00,214.00,0.00,311.00
2023,3,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",18.00,4.00,0.62,0.00,0.75,0.00,2.63,1.00,0.00,261.00,24.00,0.00,26.00,0.00,211.00
2023,3,G4,Allegiant Air,IAD,"Washington, DC: Washington Dulles International",44.00,8.00,2.82,1.00,1.38,0.00,2.79,0.00,0.00,2083.00,139.00,1728.00,49.00,0.00,167.00
2023,3,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",29.00,5.00,1.24,0.88,1.71,0.00,1.17,1.00,0.00,438.00,69.00,38.00,271.00,0.00,60.00
2023,3,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",25.00,5.00,1.05,1.67,0.42,0.00,1.87,0.00,0.00,187.00,75.00,58.00,11.00,0.00,43.00
2023,3,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",31.00,5.00,1.07,0.00,0.73,0.00,3.21,0.00,0.00,232.00,70.00,0.00,39.00,0.00,123.00
2023,3,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International",179.00,52.00,7.39,0.91,10.83,0.17,32.71,3.00,0.00,3883.00,738.00,291.00,523.00,19.00,2312.00
2023,3,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",78.00,33.00,6.47,2.01,9.49,0.00,15.03,1.00,0.00,3903.00,746.00,1813.00,340.00,0.00,1004.00
2023,3,G4,Allegiant Air,LAS,"Las Vegas, NV: Harry Reid International",757.00,336.00,45.70,10.08,130.94,0.56,148.72,2.00,0.00,24464.00,4723.00,1753.00,7296.00,27.00,10665.00
2023,3,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",100.00,48.00,10.46,1.84,19.30,0.44,15.96,0.00,0.00,5083.00,2587.00,89.00,841.00,31.00,1535.00
2023,3,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",76.00,27.00,5.89,0.61,4.51,0.00,15.99,0.00,0.00,1653.00,363.00,123.00,191.00,0.00,976.00
2023,3,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass",58.00,15.00,3.51,0.12,4.07,0.64,6.66,0.00,1.00,1357.00,288.00,8.00,347.00,30.00,684.00
2023,3,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",9.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,55.00
2023,3,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",23.00,8.00,4.00,0.81,1.78,0.00,1.41,0.00,0.00,580.00,450.00,22.00,72.00,0.00,36.00
2023,3,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International",76.00,28.00,8.50,0.00,6.34,0.00,13.16,1.00,0.00,1921.00,605.00,0.00,508.00,0.00,808.00
2023,3,G4,Allegiant Air,MDW,"Chicago, IL: Chicago Midway International",27.00,7.00,1.75,0.22,1.44,0.00,3.59,0.00,0.00,1005.00,233.00,103.00,415.00,0.00,254.00
2023,3,G4,Allegiant Air,MEM,"Memphis, TN: Memphis International",72.00,18.00,7.90,0.67,6.91,0.00,2.52,0.00,0.00,987.00,580.00,23.00,290.00,0.00,94.00
2023,3,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",45.00,9.00,2.06,0.53,3.82,0.00,2.59,0.00,0.00,473.00,190.00,10.00,134.00,0.00,139.00
2023,3,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",9.00,5.00,1.11,0.34,1.92,0.00,1.63,0.00,0.00,160.00,31.00,11.00,56.00,0.00,62.00
2023,3,G4,Allegiant Air,MLB,"Melbourne, FL: Melbourne Orlando International",18.00,5.00,3.58,0.00,0.00,0.00,1.42,0.00,0.00,526.00,469.00,0.00,0.00,0.00,57.00
2023,3,G4,Allegiant Air,MLI,"Moline, IL: Quad Cities International",45.00,8.00,1.09,1.65,2.86,0.00,2.40,0.00,0.00,575.00,123.00,162.00,126.00,0.00,164.00
2023,3,G4,Allegiant Air,MOT,"Minot, ND: Minot International",26.00,6.00,0.83,0.00,1.41,0.58,3.18,2.00,0.00,160.00,20.00,0.00,29.00,21.00,90.00
2023,3,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional",9.00,5.00,1.94,0.00,0.82,0.00,2.24,0.00,0.00,555.00,413.00,0.00,45.00,0.00,97.00
2023,3,G4,Allegiant Air,MSO,"Missoula, MT: Missoula Montana",27.00,15.00,2.59,0.00,4.23,0.00,8.17,0.00,0.00,1264.00,225.00,0.00,222.00,0.00,817.00
2023,3,G4,Allegiant Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",65.00,13.00,2.17,0.00,3.73,0.00,7.10,2.00,1.00,971.00,392.00,0.00,135.00,0.00,444.00
2023,3,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",9.00,6.00,2.51,0.00,1.50,0.00,1.99,0.00,0.00,357.00,74.00,0.00,82.00,0.00,201.00
2023,3,G4,Allegiant Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",36.00,10.00,1.19,0.65,3.67,0.00,4.50,0.00,0.00,344.00,40.00,11.00,112.00,0.00,181.00
2023,3,G4,Allegiant Air,OAK,"Oakland, CA: Metro Oakland International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,3,G4,Allegiant Air,OKC,"Oklahoma City, OK: Will Rogers World",9.00,2.00,0.00,0.00,0.55,0.00,1.45,0.00,0.00,146.00,0.00,0.00,29.00,0.00,117.00
2023,3,G4,Allegiant Air,OMA,"Omaha, NE: Eppley Airfield",54.00,9.00,0.72,0.64,3.39,0.00,4.25,0.00,0.00,463.00,48.00,29.00,129.00,0.00,257.00
2023,3,G4,Allegiant Air,ORF,"Norfolk, VA: Norfolk International",27.00,17.00,2.69,1.65,3.40,0.00,9.26,0.00,0.00,1674.00,363.00,133.00,269.00,0.00,909.00
2023,3,G4,Allegiant Air,OWB,"Owensboro, KY: Owensboro Daviess County Regional",9.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,156.00,0.00,0.00,156.00,0.00,0.00
2023,3,G4,Allegiant Air,PBG,"Plattsburgh, NY: Plattsburgh International",36.00,7.00,4.25,1.00,1.75,0.00,0.00,0.00,0.00,548.00,300.00,197.00,51.00,0.00,0.00
2023,3,G4,Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",54.00,23.00,1.08,0.00,19.63,0.00,2.29,3.00,0.00,1943.00,453.00,0.00,1382.00,0.00,108.00
2023,3,G4,Allegiant Air,PDX,"Portland, OR: Portland International",10.00,7.00,0.00,0.00,3.26,0.00,3.74,0.00,0.00,235.00,0.00,0.00,82.00,0.00,153.00
2023,3,G4,Allegiant Air,PGD,"Punta Gorda, FL: Punta Gorda Airport",704.00,321.00,48.53,11.13,171.07,0.00,90.26,4.00,1.00,28030.00,8012.00,1594.00,9967.00,0.00,8457.00
2023,3,G4,Allegiant Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",27.00,13.00,3.53,0.00,5.45,0.00,4.02,1.00,0.00,606.00,121.00,0.00,177.00,0.00,308.00
2023,3,G4,Allegiant Air,PIA,"Peoria, IL: General Downing - Peoria International",104.00,30.00,9.53,1.57,7.83,0.76,10.31,1.00,0.00,1662.00,318.00,96.00,724.00,26.00,498.00
2023,3,G4,Allegiant Air,PIE,"St. Petersburg, FL: St Pete Clearwater International",726.00,224.00,30.92,7.96,119.33,0.08,65.70,4.00,1.00,19516.00,3874.00,655.00,8711.00,2.00,6274.00
2023,3,G4,Allegiant Air,PIT,"Pittsburgh, PA: Pittsburgh International",100.00,37.00,8.84,0.50,9.92,0.00,17.74,2.00,1.00,2720.00,357.00,8.00,589.00,0.00,1766.00
2023,3,G4,Allegiant Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",18.00,4.00,1.76,0.00,0.90,0.00,1.33,0.00,0.00,261.00,194.00,0.00,14.00,0.00,53.00
2023,3,G4,Allegiant Air,PSM,"Portsmouth, NH: Portsmouth International at Pease",29.00,2.00,1.03,0.00,0.25,0.00,0.72,0.00,1.00,56.00,25.00,0.00,5.00,0.00,26.00
2023,3,G4,Allegiant Air,PSP,"Palm Springs, CA: Palm Springs International",30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,3,G4,Allegiant Air,PVD,"Providence, RI: Rhode Island Tf Green International",22.00,4.00,0.44,0.88,0.82,0.00,1.86,0.00,0.00,123.00,15.00,14.00,16.00,0.00,78.00
2023,3,G4,Allegiant Air,PVU,"Provo, UT: Provo Municipal",184.00,111.00,23.74,3.75,17.28,0.89,65.34,3.00,5.00,10930.00,3713.00,1189.00,1788.00,30.00,4210.00
2023,3,G4,Allegiant Air,RAP,"Rapid City, SD: Rapid City Regional",22.00,10.00,4.03,2.97,2.03,0.00,0.97,0.00,0.00,567.00,211.00,260.00,62.00,0.00,34.00
2023,3,G4,Allegiant Air,RFD,"Rockford, IL: Chicago/Rockford International",90.00,10.00,4.29,0.77,1.62,0.00,3.32,0.00,1.00,894.00,423.00,96.00,100.00,0.00,275.00
2023,3,G4,Allegiant Air,RIC,"Richmond, VA: Richmond International",53.00,18.00,6.30,0.00,1.96,0.00,9.73,1.00,0.00,933.00,268.00,0.00,92.00,0.00,573.00
2023,3,G4,Allegiant Air,RNO,"Reno, NV: Reno/Tahoe International",9.00,6.00,1.56,0.00,1.48,0.00,2.96,0.00,0.00,246.00,39.00,0.00,54.00,0.00,153.00
2023,3,G4,Allegiant Air,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",27.00,4.00,2.45,0.00,0.10,0.00,1.44,1.00,0.00,295.00,197.00,0.00,5.00,0.00,93.00
2023,3,G4,Allegiant Air,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",18.00,4.00,1.93,0.00,2.07,0.00,0.00,0.00,0.00,71.00,34.00,0.00,37.00,0.00,0.00
2023,3,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",34.00,13.00,1.75,1.64,8.28,0.00,1.33,0.00,0.00,560.00,62.00,118.00,312.00,0.00,68.00
2023,3,G4,Allegiant Air,SAT,"San Antonio, TX: San Antonio International",9.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,143.00,119.00,0.00,24.00,0.00,0.00
2023,3,G4,Allegiant Air,SAV,"Savannah, GA: Savannah/Hilton Head International",61.00,17.00,1.35,0.00,3.79,0.00,11.86,0.00,0.00,2329.00,285.00,0.00,1103.00,0.00,941.00
2023,3,G4,Allegiant Air,SBN,"South Bend, IN: South Bend International",81.00,14.00,3.86,1.63,2.38,0.00,6.13,1.00,0.00,1254.00,416.00,291.00,97.00,0.00,450.00
2023,3,G4,Allegiant Air,SCK,"Stockton, CA: Stockton Metro",50.00,23.00,6.51,0.00,7.00,0.00,9.48,0.00,0.00,1395.00,721.00,0.00,256.00,0.00,418.00
